activity_set,name,note
 direct      ,"Electricity Generation (Imports), Specified Imports, Washington, Sumas Power Plant (WA), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Washington, Sumas Power Plant (WA), Electricity generation, Primary fuel: Natural Gas",
 direct      ,"Electricity Generation (Imports), Specified Imports, Washington, Transalta Centralia Generation (WA), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Washington, Transalta Centralia Generation (WA), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Washington, Transalta Centralia Generation (WA), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Washington, WestRock - Tacoma (fka Simpson Biomass) (WA), Electricity generation, Primary fuel: Biomass",
 direct      ,"Electricity Generation (Imports), Specified Imports, Washington, WestRock - Tacoma (fka Simpson Biomass) (WA), Electricity generation, Primary fuel: Biomass",
 direct      ,"Electricity Generation (Imports), Specified Imports, Washington, WestRock - Tacoma (fka Simpson Biomass) (WA), Electricity generation, Primary fuel: Biomass",
 direct      ,"Electricity Generation (Imports), Specified Imports, Washington, Weyerhaeuser Longview (WA), Electricity generation, Primary fuel: Biomass",
 direct      ,"Electricity Generation (Imports), Specified Imports, Washington, Weyerhaeuser Longview (WA), Electricity generation, Primary fuel: Biomass",
 direct      ,"Electricity Generation (Imports), Specified Imports, Washington, Weyerhaeuser Longview (WA), Electricity generation, Primary fuel: Biomass",
 direct      ,"Electricity Generation (Imports), Specified Imports, Wyoming, Dave Johnston (WY), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Wyoming, Dave Johnston (WY), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Wyoming, Dave Johnston (WY), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Wyoming, Jim Bridger Total Plant (WY), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Wyoming, Jim Bridger Total Plant (WY), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Wyoming, Jim Bridger Total Plant (WY), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Wyoming, Laramie River Station (WY), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Wyoming, Laramie River Station (WY), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Wyoming, Laramie River Station (WY), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Wyoming, Naughton (WY), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Wyoming, Naughton (WY), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Wyoming, Naughton (WY), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Wyoming, Wyodak (WY), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Wyoming, Wyodak (WY), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Specified Imports, Wyoming, Wyodak (WY), Electricity generation, Primary fuel: Coal",
 direct      ,"Electricity Generation (Imports), Transmission and Distribution, Not Specified, None, Electricity transmitted, NA",
 direct      ,"Electricity Generation (Imports), Unspecified Imports, CAISO EIM Outstanding Emissions, None, Electricity generation, Unspecified sources",
 direct      ,"Electricity Generation (Imports), Unspecified Imports, CAISO EIM Outstanding Emissions, None, Electricity generation, Unspecified sources",
 direct      ,"Electricity Generation (Imports), Unspecified Imports, CAISO EIM Outstanding Emissions, None, Electricity generation, Unspecified sources",
 direct      ,"Electricity Generation (Imports), Unspecified Imports, Other, None, Electricity generation, Unspecified sources",
 direct      ,"Electricity Generation (Imports), Unspecified Imports, Other, None, Electricity generation, Unspecified sources",
 direct      ,"Electricity Generation (Imports), Unspecified Imports, Other, None, Electricity generation, Unspecified sources",
 direct      ,"Electricity Generation (In State), CHP: Commercial, Not Specified, None, Acid gas control, NA",
 direct      ,"Electricity Generation (In State), CHP: Commercial, Not Specified, None, Fuel combustion, Biodiesel",
 direct      ,"Electricity Generation (In State), CHP: Commercial, Not Specified, None, Fuel combustion, Biodiesel",
 direct      ,"Electricity Generation (In State), CHP: Commercial, Not Specified, None, Fuel combustion, Biomethane",
 direct      ,"Electricity Generation (In State), CHP: Commercial, Not Specified, None, Fuel combustion, Biomethane",
 direct      ,"Electricity Generation (In State), CHP: Commercial, Not Specified, None, Fuel combustion, Crude oil",
 direct      ,"Electricity Generation (In State), CHP: Commercial, Not Specified, None, Fuel combustion, Crude oil",
 direct      ,"Electricity Generation (In State), CHP: Commercial, Not Specified, None, Fuel combustion, Crude oil",
 direct      ,"Electricity Generation (In State), CHP: Commercial, Not Specified, None, Fuel combustion, Digester gas",
 direct      ,"Electricity Generation (In State), CHP: Commercial, Not Specified, None, Fuel combustion, Digester gas",
 direct      ,"Electricity Generation (In State), CHP: Commercial, Not Specified, None, Fuel combustion, Distillate",
 direct      ,"Electricity Generation (In State), CHP: Commercial, Not Specified, None, Fuel combustion, Distillate",
 direct      ,"Electricity Generation (In State), CHP: Commercial, Not Specified, None, Fuel combustion, Distillate",
 direct      ,"Electricity Generation (In State), CHP: Commercial, Not Specified, None, Fuel combustion, Jet fuel",
 direct      ,"Electricity Generation (In State), CHP: Commercial, Not Specified, None, Fuel combustion, Jet fuel",
 direct      ,"Electricity Generation (In State), CHP: Commercial, Not Specified, None, Fuel combustion, Jet fuel",
 direct      ,"Electricity Generation (In State), CHP: Commercial, Not Specified, None, Fuel combustion, Kerosene",
 direct      ,"Electricity Generation (In State), CHP: Commercial, Not Specified, None, Fuel combustion, Kerosene",
 direct      ,"Electricity Generation (In State), CHP: Commercial, Not Specified, None, Fuel combustion, Kerosene",
 direct      ,"Electricity Generation (In State), CHP: Commercial, Not Specified, None, Fuel combustion, Landfill gas",
 direct      ,"Electricity Generation (In State), CHP: Commercial, Not Specified, None, Fuel combustion, Landfill gas",
 direct      ,"Electricity Generation (In State), CHP: Commercial, Not Specified, None, Fuel combustion, Natural gas",
 direct      ,"Electricity Generation (In State), CHP: Commercial, Not Specified, None, Fuel combustion, Natural gas",
 direct      ,"Electricity Generation (In State), CHP: Commercial, Not Specified, None, Fuel combustion, Natural gas",
 direct      ,"Electricity Generation (In State), CHP: Commercial, Not Specified, None, Fuel combustion, Propane",
 direct      ,"Electricity Generation (In State), CHP: Commercial, Not Specified, None, Fuel combustion, Propane",
 direct      ,"Electricity Generation (In State), CHP: Commercial, Not Specified, None, Fuel combustion, Propane",
 direct      ,"Electricity Generation (In State), CHP: Commercial, Not Specified, None, Fuel combustion, Renewable Diesel",
 direct      ,"Electricity Generation (In State), CHP: Commercial, Not Specified, None, Fuel combustion, Renewable Diesel",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Acid gas control, NA",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Associated gas",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Associated gas",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Associated gas",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Biodiesel",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Biodiesel",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Biomass",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Biomass",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Biomethane",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Biomethane",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Coal",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Coal",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Coal",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Crude oil",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Crude oil",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Crude oil",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Digester gas",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Digester gas",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Distillate",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Distillate",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Distillate",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Kerosene",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Kerosene",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Kerosene",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Landfill gas",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Landfill gas",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, MSW",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, MSW",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, MSW",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Natural gas",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Natural gas",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Natural gas",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Petroleum coke",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Petroleum coke",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Petroleum coke",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Propane",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Propane",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Propane",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Refinery gas",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Refinery gas",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Refinery gas",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Renewable Diesel",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Renewable Diesel",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Residual fuel oil",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Residual fuel oil",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Residual fuel oil",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Tires",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Tires",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Tires",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Waste oil",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Waste oil",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel combustion, Waste oil",
 direct      ,"Electricity Generation (In State), CHP: Industrial, Not Specified, None, Fuel storage, Coal",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Acid gas control, NA",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Associated gas",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Associated gas",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Associated gas",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Biodiesel",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Biodiesel",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Biomass",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Biomass",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Biomethane",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Biomethane",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Crude oil",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Crude oil",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Crude oil",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Digester gas",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Digester gas",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Distillate",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Distillate",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Distillate",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Jet fuel",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Jet fuel",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Jet fuel",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Kerosene",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Kerosene",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Kerosene",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Landfill gas",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Landfill gas",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, MSW",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, MSW",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, MSW",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Natural gas",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Natural gas",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Natural gas",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Petroleum coke",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Petroleum coke",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Petroleum coke",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Propane",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Propane",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Propane",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Refinery gas",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Refinery gas",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Refinery gas",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Renewable Diesel",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Renewable Diesel",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Residual fuel oil",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Residual fuel oil",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Residual fuel oil",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Waste oil",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Waste oil",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Fuel combustion, Waste oil",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Geothermal power, Geothermal",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Geothermal power, Geothermal",
 direct      ,"Electricity Generation (In State), Merchant Owned, Not Specified, None, Geothermal power, Geothermal",
 direct      ,"Electricity Generation (In State), Transmission and Distribution, Not Specified, None, Electricity transmitted, NA",
 direct      ,"Electricity Generation (In State), Utility Owned, Not Specified, None, Acid gas control, NA",
 direct      ,"Electricity Generation (In State), Utility Owned, Not Specified, None, Fuel combustion, Biodiesel",
 direct      ,"Electricity Generation (In State), Utility Owned, Not Specified, None, Fuel combustion, Biodiesel",
 direct      ,"Electricity Generation (In State), Utility Owned, Not Specified, None, Fuel combustion, Biomass",
 direct      ,"Electricity Generation (In State), Utility Owned, Not Specified, None, Fuel combustion, Biomass",
 direct      ,"Electricity Generation (In State), Utility Owned, Not Specified, None, Fuel combustion, Biomethane",
 direct      ,"Electricity Generation (In State), Utility Owned, Not Specified, None, Fuel combustion, Biomethane",
 direct      ,"Electricity Generation (In State), Utility Owned, Not Specified, None, Fuel combustion, Digester gas",
 direct      ,"Electricity Generation (In State), Utility Owned, Not Specified, None, Fuel combustion, Digester gas",
 direct      ,"Electricity Generation (In State), Utility Owned, Not Specified, None, Fuel combustion, Distillate",
 direct      ,"Electricity Generation (In State), Utility Owned, Not Specified, None, Fuel combustion, Distillate",
 direct      ,"Electricity Generation (In State), Utility Owned, Not Specified, None, Fuel combustion, Distillate",
 direct      ,"Electricity Generation (In State), Utility Owned, Not Specified, None, Fuel combustion, Landfill gas",
 direct      ,"Electricity Generation (In State), Utility Owned, Not Specified, None, Fuel combustion, Landfill gas",
 direct      ,"Electricity Generation (In State), Utility Owned, Not Specified, None, Fuel combustion, Natural gas",
 direct      ,"Electricity Generation (In State), Utility Owned, Not Specified, None, Fuel combustion, Natural gas",
 direct      ,"Electricity Generation (In State), Utility Owned, Not Specified, None, Fuel combustion, Natural gas",
 direct      ,"Electricity Generation (In State), Utility Owned, Not Specified, None, Fuel combustion, Propane",
 direct      ,"Electricity Generation (In State), Utility Owned, Not Specified, None, Fuel combustion, Propane",
 direct      ,"Electricity Generation (In State), Utility Owned, Not Specified, None, Fuel combustion, Propane",
 direct      ,"Electricity Generation (In State), Utility Owned, Not Specified, None, Fuel combustion, Refinery gas",
 direct      ,"Electricity Generation (In State), Utility Owned, Not Specified, None, Fuel combustion, Refinery gas",
 direct      ,"Electricity Generation (In State), Utility Owned, Not Specified, None, Fuel combustion, Refinery gas",
 direct      ,"Electricity Generation (In State), Utility Owned, Not Specified, None, Fuel combustion, Renewable Diesel",
 direct      ,"Electricity Generation (In State), Utility Owned, Not Specified, None, Fuel combustion, Renewable Diesel",
 direct      ,"Electricity Generation (In State), Utility Owned, Not Specified, None, Fuel combustion, Residual fuel oil",
 direct      ,"Electricity Generation (In State), Utility Owned, Not Specified, None, Fuel combustion, Residual fuel oil",
 direct      ,"Electricity Generation (In State), Utility Owned, Not Specified, None, Fuel combustion, Residual fuel oil",
 direct      ,"Electricity Generation (In State), Utility Owned, Not Specified, None, Geothermal power, Geothermal",
 direct      ,"Electricity Generation (In State), Utility Owned, Not Specified, None, Geothermal power, Geothermal",
 industrial_gas          ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Associated gas",
 industrial_gas          ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Associated gas",
 industrial_gas          ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Associated gas",
 industrial_petroleum    ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Biodiesel",
 industrial_petroleum    ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Biodiesel",
 industrial_wood         ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Biomass",
 industrial_wood         ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Biomass",
 industrial_gas          ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Biomethane",
 industrial_gas          ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Biomethane",
 industrial_coal         ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Coal",
 industrial_coal         ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Coal",
 industrial_coal         ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Coal",
 industrial_petroleum    ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Crude oil",
 industrial_petroleum    ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Crude oil",
 industrial_petroleum    ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Crude oil",
 industrial_gas          ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Digester gas",
 industrial_gas          ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Digester gas",
 industrial_petroleum    ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Distillate",
 industrial_petroleum    ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Distillate",
 industrial_petroleum    ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Distillate",
 industrial_petroleum    ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Kerosene",
 industrial_petroleum    ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Kerosene",
 industrial_petroleum    ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Kerosene",
 industrial_gas          ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Landfill gas",
 industrial_gas          ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Landfill gas",
 industrial_other        ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, MSW",
 industrial_other        ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, MSW",
 industrial_other        ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, MSW",
 industrial_gas          ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Natural gas",
 industrial_gas          ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Natural gas",
 industrial_gas          ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Natural gas",
 industrial_petroleum    ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Petroleum coke",
 industrial_petroleum    ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Petroleum coke",
 industrial_petroleum    ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Petroleum coke",
 industrial_gas          ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Propane",
 industrial_gas          ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Propane",
 industrial_gas          ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Propane",
 industrial_gas          ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Refinery gas",
 industrial_gas          ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Refinery gas",
 industrial_gas          ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Refinery gas",
 industrial_petroleum    ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Renewable Diesel",
 industrial_petroleum    ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Renewable Diesel",
 industrial_petroleum    ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Residual fuel oil",
 industrial_petroleum    ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Residual fuel oil",
 industrial_petroleum    ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Residual fuel oil",
 industrial_other        ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Tires",
 industrial_other        ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Tires",
 industrial_other        ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Tires",
 industrial_petroleum    ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Waste oil",
 industrial_petroleum    ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Waste oil",
 industrial_petroleum    ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel combustion, Waste oil",
 industrial_coal         ,"Industrial, CHP: Industrial, Useful Thermal Output, None, Fuel storage, Coal",
 industrial_gas          ,"Industrial, Landfills, Not Specified, None, Landfill gas generation, Landfill gas",
 industrial_gas          ,"Industrial, Landfills, Not Specified, None, Landfill gas generation, Landfill gas",
 industrial_other        ,"Industrial, Manufacturing, Chemicals & Allied Products, Nitric Acid, Nitric acid production, NA",
 industrial_other        ,"Industrial, Manufacturing, Construction, Fugitives, Fugitive emissions, NA",
 industrial_petroleum    ,"Industrial, Manufacturing, Construction, None, Fuel combustion, Ethanol",
 industrial_petroleum    ,"Industrial, Manufacturing, Construction, None, Fuel combustion, Ethanol",
 industrial_petroleum    ,"Industrial, Manufacturing, Construction, None, Fuel combustion, Gasoline",
 industrial_petroleum    ,"Industrial, Manufacturing, Construction, None, Fuel combustion, Gasoline",
 industrial_petroleum    ,"Industrial, Manufacturing, Construction, None, Fuel combustion, Gasoline",
 industrial_gas          ,"Industrial, Manufacturing, Construction, None, Fuel combustion, Natural gas",
 industrial_gas          ,"Industrial, Manufacturing, Construction, None, Fuel combustion, Natural gas",
 industrial_gas          ,"Industrial, Manufacturing, Construction, None, Fuel combustion, Natural gas",
 industrial_other        ,"Industrial, Manufacturing, Electric & Electronic Equip., Fugitives, Fugitive emissions, NA",
 industrial_gas          ,"Industrial, Manufacturing, Electric & Electronic Equip., None, Fuel combustion, Natural gas",
 industrial_gas          ,"Industrial, Manufacturing, Electric & Electronic Equip., None, Fuel combustion, Natural gas",
 industrial_gas          ,"Industrial, Manufacturing, Electric & Electronic Equip., None, Fuel combustion, Natural gas",
 industrial_other        ,"Industrial, Manufacturing, Electric & Electronic Equip., Semiconductors & Related Products, Semiconductor manufacture, NA",
 industrial_other        ,"Industrial, Manufacturing, Electric & Electronic Equip., Semiconductors & Related Products, Semiconductor manufacture, NA",
 industrial_other        ,"Industrial, Manufacturing, Electric & Electronic Equip., Semiconductors & Related Products, Semiconductor manufacture, NA",
 industrial_other        ,"Industrial, Manufacturing, Electric & Electronic Equip., Semiconductors & Related Products, Semiconductor manufacture, NA",
